user_id,gender,occupation,age,zip_code,category_vector
984,M,50,16,92129,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1"
985,M,25,4,32608,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
986,F,56,0,19004,"1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
987,F,35,17,48098,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
988,M,50,11,48823,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
989,M,50,0,20706,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
990,M,18,6,10004,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
991,F,25,9,48103,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
992,F,35,3,2780,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
993,M,25,0,45678,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
994,M,18,2,92109,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
995,F,18,4,96803,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1"
996,M,25,17,98102,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
997,M,1,19,15748,"0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0"
998,M,45,20,10019,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
999,M,25,15,62558,"0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1000,F,25,6,90027,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1001,M,25,4,90210,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1002,M,50,11,7043,"0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1003,M,25,2,19320,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1004,M,25,3,95136,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1005,M,35,11,8003,"0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1006,M,18,4,53220,"0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0"
1007,M,50,12,1960,"0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0"
1008,M,35,3,77064,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1009,M,50,7,48315,"0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1010,M,25,0,10310,"0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1011,M,25,8,92115,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1012,F,35,1,30004,"0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1013,M,56,13,2576,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1014,F,45,17,3054,"0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1015,M,35,3,11220,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1016,M,56,16,60044,"0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0"
1017,M,35,0,30906,"0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1018,M,18,4,95616,"0,1,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1019,M,35,1,60640,"0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1020,M,18,20,93455,"0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1021,M,35,0,94559,"0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1022,M,25,3,918,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0"
1023,M,56,13,92675,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1024,F,35,1,74135,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1025,M,25,16,34677,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
1026,F,45,0,19130,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1027,M,18,4,77005,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1028,F,45,7,3848,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1029,M,25,0,20015,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1030,M,25,7,97303,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1031,M,35,16,19803,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
1032,M,50,16,19425,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1033,M,25,5,60076,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1034,F,35,1,82601,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
1035,M,18,2,15956,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1036,M,35,7,28036,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1037,M,45,7,2081,"0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
1038,F,56,15,20194,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1039,F,35,1,2346,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1040,M,25,11,76309,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
1041,M,45,2,94306,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1042,M,35,5,92801,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1043,F,50,11,87004,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1044,M,25,20,72701,"0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0"
1045,F,1,10,77477,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1046,M,56,18,53404-1230,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
1047,M,18,0,62225,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1048,M,35,6,75225,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
1049,M,45,14,95002,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1050,M,25,1,97302,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1051,F,25,0,60513,"0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1052,F,35,2,75214,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0"
1053,M,35,0,18360,"0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0"
1054,M,1,10,75040,"0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0"
1055,M,35,0,91505,"0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0"
1056,M,1,0,48133,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0"
1057,M,45,17,73069,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1058,M,25,1,97321,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0"
1059,F,25,0,97213,"0,1,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0"
1060,M,18,10,11235,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1061,M,45,0,46060,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1062,M,50,19,59457,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0"
1063,M,35,7,50265,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0"
1064,M,25,7,91344,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1065,F,25,0,94402,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1066,M,45,12,2151,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0"
1067,M,35,12,94402,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1068,F,18,4,77581,"0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0"
1069,M,25,20,98105,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
1070,F,45,2,20036,"0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1071,M,50,16,13045,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0"
1072,F,35,7,7601,"0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0"
1073,F,25,6,72211,"0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0"
1074,M,45,17,48073,"0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0"
1075,F,25,6,60660,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1076,F,25,3,27606,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1077,M,25,3,60660,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0"
1078,F,45,9,95661,"0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0"
1079,M,25,7,98115,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0"
1080,M,56,7,8854,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1081,M,18,4,68144-2410,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1082,M,45,7,48170,"0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0"
1083,M,56,0,27705,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1084,M,1,19,3226,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1085,M,25,7,34695,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
1086,M,18,4,98225,"1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
1087,M,25,16,8826,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1088,F,1,10,98103,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1089,M,35,6,37853,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1090,M,25,7,94105,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1091,M,18,5,345567,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1092,F,18,4,49525,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1093,M,50,14,60504,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1094,F,18,0,92626,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1095,F,56,6,8753,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1096,M,1,10,80439,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1097,M,18,17,92109,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1098,M,35,7,94945,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1099,M,25,17,77059,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1100,M,25,0,60090,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1101,M,35,1,6417,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1102,M,18,1,55408,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1103,F,45,7,60605,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
1104,M,35,11,10023,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1105,M,35,6,48105,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1106,M,18,4,90241,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1107,F,50,1,2324,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1108,M,56,1,93003,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1109,M,18,10,45904,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1110,F,56,6,77005,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1111,F,50,16,44319,"0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0"
1112,M,18,6,19104,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
1113,M,18,4,97215,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1114,F,18,9,75801,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
1115,F,25,1,60551,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1116,M,25,15,92121,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1117,M,18,14,10017,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1118,M,50,13,2718,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1119,M,35,1,90504,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1120,M,18,4,95616,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1121,M,56,7,78701,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1122,M,56,14,2632,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
1123,M,50,0,91789,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1124,M,25,2,60156,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1125,F,18,4,53715,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1126,M,56,16,13031,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1127,M,25,0,11788,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1128,M,25,1,72701,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1129,M,35,17,22309,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1130,M,18,7,60012,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1131,M,56,13,12570,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1132,M,18,12,98225,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1133,M,18,2,90038,"0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1134,M,18,20,19114,"0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0"
1135,M,50,13,98201,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1136,F,35,7,90274,"0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0"
1137,M,18,4,13165,"0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0"
1138,M,18,12,12047,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
1139,M,25,1,93420-2852,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0"
1140,F,45,2,73069,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1141,F,25,3,84770,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1142,M,18,1,43623,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1143,M,50,7,94024,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1144,M,25,7,94025,"0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
1145,M,50,3,92103,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1146,F,18,16,80260,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1147,M,25,20,98101,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1148,M,35,17,92618,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1149,M,25,12,98103,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1150,F,25,20,75226,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0"
1151,M,25,15,46805,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1152,M,18,4,30328,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1153,M,18,10,33024,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1154,F,1,10,53545,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1155,M,25,12,90278,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1156,F,50,2,33334,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1157,M,45,7,30253,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
1158,F,35,1,98026,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1159,M,18,0,48314,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1160,M,18,14,7017,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0"
1161,M,25,0,10025,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1162,F,35,0,97213,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1163,M,1,10,70448,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1164,F,25,19,90020,"0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0"
1165,M,25,12,45014,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1166,M,56,6,94030,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1167,F,50,1,55126,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0"
1168,F,25,0,94109,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0"
1169,M,25,20,94402,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1170,M,56,3,10023,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1171,M,45,12,94114,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1172,F,25,0,61801,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
1173,F,25,7,10019,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1174,F,18,16,91780,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1175,F,25,2,90020,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1176,M,56,1,44256,"0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0"
1177,F,25,17,1453,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1178,M,56,0,48186,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1179,M,50,1,91030,"1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
1180,F,50,20,95503,"1,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
1181,M,35,7,20716,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1182,M,1,10,91326,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
1183,M,35,19,94598,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0"
1184,F,25,4,92354,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
1185,F,35,1,97374,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1186,M,18,19,98502,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1187,F,1,0,90210,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
1188,M,45,7,72212,"1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
1189,M,25,0,85712,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0"
1190,M,45,0,98031,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1191,F,35,0,98117,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1192,M,50,16,98103,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
1193,M,25,12,90712,"1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0"
1194,F,25,1,95617,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
1195,F,1,10,13907,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0"
1196,F,18,14,22203,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
1197,M,35,1,44077,"1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0"
1198,M,1,10,49544,"1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
1199,M,50,13,77459,"0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0"
1200,M,1,0,97222,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1201,M,18,4,84112-2004,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1202,M,35,12,97006,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0"
1203,F,25,1,6417,"1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0"
1204,M,25,7,95076,"1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0"
1205,F,56,0,46814,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1206,F,50,7,33764,"0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1207,M,50,0,43617,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1208,M,25,0,12590,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1209,M,35,7,94127,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
1210,M,25,17,27519,"0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0"
1211,M,18,4,10027,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1212,F,50,1,60089,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
1213,M,50,0,91505,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1214,M,56,13,94558,"0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0"
1215,M,35,17,23602,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1216,M,25,2,90292,"0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0"
1217,M,25,12,94118,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1218,M,56,15,13207,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1219,M,25,7,12206,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1220,M,1,10,48073,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1221,M,18,0,19134,"1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
1222,M,35,0,52162,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
1223,M,25,2,60102,"1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1224,M,50,13,2125,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1225,M,45,7,61081,"0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0"
1226,M,18,20,7087,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1227,M,50,1,90027,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1228,M,25,1,94720,"0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
1229,F,25,4,48219,"0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0"
1230,M,25,11,95125,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0"
1231,M,25,12,60515,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1232,F,18,4,43235,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1233,F,45,20,94519,"0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0"
1234,M,18,4,91006,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0"
1235,F,25,7,94043,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1236,F,25,1,48316,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
1237,M,18,4,32720,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0"
1238,F,35,20,11215,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
1239,F,25,20,50111,"0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0"
1240,F,18,14,2144,"0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1241,M,1,10,11803,"0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0"
1242,F,35,0,10014,"1,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
1243,M,35,15,92627,"0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0"
1244,M,25,4,22030,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1245,M,25,17,80461,"1,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0"
1246,M,18,4,98225,"0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0"
1247,M,35,0,92649,"0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1"
1248,F,35,20,94598,"0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0"
1249,M,35,2,94587,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1250,M,50,0,10573,"0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0"
1251,M,25,7,48188,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0"
1252,M,56,13,94134,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1253,F,35,20,76205,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0"
1254,F,18,1,2144,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1255,M,25,17,94110,"0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0"
1256,M,25,20,10002,"1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0"
1257,F,18,14,84101,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1258,M,45,7,20879,"1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0"
1259,M,35,7,2020010,"0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0"
1260,M,25,17,28262,"0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0"
1261,M,18,4,40205,"0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0"
1262,M,25,4,22903,"0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0"
